objectid,stop_uid,stop_agency,stop_id,stop_name,stop_lat,stop_lon,stop_code,location_type,parent_station,wheelchair_boarding,intersection_code,stop_place,x,y
69,MTS_ottcw2,MTS,ottcw2,Old Town TC West @ Pacific Hwy,32.754586040000000,-117.200323209999993,,1,,0.000000000000000,,,6269495.644940137863159,1855663.534392312169075
70,MTS_ottc_e,MTS,ottc_e,Old Town Transit Center East,32.754593450000002,-117.199253159999998,,1,,0.000000000000000,,,6269824.644938305020332,1855663.233539894223213
71,MTS_ottc_w,MTS,ottc_w,Old Town Transit Center West,32.754552840000002,-117.199886989999996,,1,,0.000000000000000,,,6269629.645984470844269,1855650.233237817883492
72,MTS_pacS,MTS,pacS,Pacific Fleet Station,32.686005049999999,-117.124728860000005,,1,,0.000000000000000,,,6292527.043759137392044,1830508.036146983504295
73,MTS_plmS,MTS,plmS,Palm Avenue Station,32.584614100000003,-117.083799089999999,,1,,0.000000000000000,,,6304825.345277965068817,1793515.142613232135773
74,MTS_palS,MTS,palS,Palomar Street Station,32.603151019999999,-117.085088939999991,,1,,0.000000000000000,,,6304482.044455379247665,1800262.742306977510452
75,MTS_paltro,MTS,paltro,Palomar Street Transit Center,32.603141680000000,-117.084519640000011,,1,,0.000000000000000,,,6304657.344957798719406,1800257.940479308366776
76,MTS_marS,MTS,marS,Park & Market Station,32.710979940000001,-117.153767999999999,,1,,0.000000000000000,,,6283671.044738888740540,1839670.935800150036812
77,MTS_marpar,MTS,marpar,Park & Market Trolley Station,32.711537069999999,-117.153992829999993,,1,,0.000000000000000,,,6283603.645923554897308,1839874.237886980175972
78,MTS_rioS,MTS,rioS,Rio Vista Station,32.773651970000003,-117.141810100000001,,1,,0.000000000000000,,,6287544.243357300758362,1862441.433894231915474
79,MTS_svicot,MTS,svicot,S Vista Rd & Cottonwood Rd,32.557904920000006,-117.048096450000003,,1,,0.000000000000000,,,6315748.643969386816025,1783711.243913978338242
80,MTS_sayS,MTS,sayS,San Ysidro Station,32.544459970000005,-117.029481959999998,,1,,0.000000000000000,,,6321447.744775891304016,1778776.045122981071472
81,MTS_sytro,MTS,sytro,San Ysidro Transit Center,32.544258370000001,-117.029850749999994,,1,,0.000000000000000,,,6321333.543888807296753,1778703.544611811637878
82,MTS_sfdS,MTS,sfdS,Santa Fe Depot,32.717637119999999,-117.169828109999997,,1,,0.000000000000000,,,6278752.446308389306068,1842136.235987648367882
83,MTS_santtc,MTS,santtc,Santee Town Center,32.842566550000001,-116.980891150000005,,1,,0.000000000000000,,,6337182.637190550565720,1887130.235238313674927
84,MTS_sanS,MTS,sanS,Santee Town Center Station,32.841707100000001,-116.980982990000001,,1,,0.000000000000000,,,6337152.237316966056824,1886817.732582479715347
85,MTS_sdsS,MTS,sdsS,SDSU Station,32.773270080000003,-117.070596139999992,,1,,0.000000000000000,,,6309432.540459886193275,1862122.735712721943855
86,MTS_sdsutc,MTS,sdsutc,SDSU Transit Center,32.773307899999999,-117.070695389999997,,1,,0.000000000000000,,,6309402.141898632049561,1862136.736012816429138
87,MTS_seaS,MTS,seaS,Seaport Village Station,32.711923059999997,-117.168597120000001,,1,,0.000000000000000,,,6279112.744144216179848,1840053.936346471309662
88,MTS_svcoas,MTS,svcoas,Sorrento Valley COASTER Station,32.902729140000005,-117.224880839999997,,1,,0.000000000000000,,,6262449.642627969384193,1909632.227963894605637
89,MTS_swcoll,MTS,swcoll,Southwestern College,32.641436199999994,-116.995951020000007,,1,,0.000000000000000,,,6332033.640926882624626,1813984.242094889283180
90,MTS_sprS,MTS,sprS,Spring Street Station,32.756851959999999,-117.017458050000002,,1,,0.000000000000000,,,6325722.040033057332039,1856024.835178896784782
91,MTS_sprtro,MTS,sprtro,Spring Street Station,32.756860070000002,-117.017215469999996,,1,,0.000000000000000,,,6325796.639293298125267,1856027.237076982855797
92,MTS_quaS,MTS,quaS,Stadium,32.780962320000000,-117.119097640000007,,1,,0.000000000000000,,,6294547.642736300826073,1865042.233154565095901
93,MTS_tecS,MTS,tecS,Tecolote Road Station,32.769854680000002,-117.205089970000003,,1,,0.000000000000000,,,6268081.044422879815102,1861232.132835149765015
94,MTS_pepS,MTS,pepS,UCSD Central Campus Station,32.878353100000005,-117.231842500000013,,1,,0.000000000000000,,,6260229.443328216671944,1900783.528141647577286
95,MTS_peptc,MTS,peptc,UCSD Central Campus Station,32.879435179999994,-117.231948379999992,,1,,0.000000000000000,,,6260200.645485550165176,1901177.528009817004204
96,MTS_avlS,MTS,avlS,UCSD Health East Station,32.777365939999996,-117.056832049999997,,1,,0.000000000000000,,,6313674.841686546802521,1863579.936538472771645
97,MTS_voiS,MTS,voiS,UCSD Health La Jolla Station,32.881851540000000,-117.223526340000006,,1,,0.000000000000000,,,6262794.443447560071945,1902032.427546724677086
98,MTS_i15unn,MTS,i15unn,University & I-15,32.750031579999998,-117.108675359999992,,1,,0.000000000000000,,,6297658.242814302444458,1853762.034258306026459
99,MTS_i15uns,MTS,i15uns,University & I-15,32.749369399999999,-117.108922600000000,,1,,0.000000000000000,,,6297580.242314130067825,1853521.736510559916496
100,MTS_utcS,MTS,utcS,UTC Station,32.869208430000000,-117.214045609999999,,1,,0.000000000000000,,,6265662.443288967013359,1897405.427286311984062
101,MTS_utc,MTS,utc,UTC Transit Center,32.868882880000001,-117.212757519999997,,1,,0.000000000000000,,,6266056.843418806791306,1897283.327792972326279
102,MTS_vahS,MTS,vahS,VA Medical Center Station,32.874195770000000,-117.229890369999993,,1,,0.000000000000000,,,6260814.544520214200020,1899265.326125562191010
103,MTS_wasS,MTS,wasS,Washington Street Station,32.741634939999997,-117.184388919999989,,1,,0.000000000000000,,,6274352.244478881359100,1850907.234193637967110
104,MTS_12049,MTS,12049,10th Av & A St,32.718577289999999,-117.155690710000002,12049,0,,2.000000000000000,F-S/B,10thb,6283103.644626975059509,1842440.235051557421684
105,MTS_11656,MTS,11656,10th Av & Broadway,32.715977400000000,-117.155663990000008,11656,0,,0.000000000000000,N-S/B,10tbro,6283103.645939305424690,1841494.237599730491638
106,MTS_11654,MTS,11654,10th Av & C St,32.716925540000005,-117.155676990000003,11654,0,,1.000000000000000,N-S/B,10thc,6283102.643972799181938,1841839.237237811088562
107,MTS_12048,MTS,12048,10th Av & F St,32.713487479999998,-117.155631910000011,12048,0,,1.000000000000000,F-S/B,,6283105.644294887781143,1840588.236787065863609
108,MTS_12050,MTS,12050,10th Av & Island Av,32.710233459999998,-117.155601730000001,12050,0,,1.000000000000000,F-S/B,,6283104.643968805670738,1839404.235874220728874
109,MTS_11657,MTS,11657,10th Av & Market St,32.711766850000004,-117.155640240000011,11657,0,,2.000000000000000,N-S/B,,6283097.644638970494270,1839962.236726731061935
110,MTS_99005,MTS,99005,10th Av & Park Bl (Petco Park),32.707505340000004,-117.155069810000001,99005,0,,1.000000000000000,N-E/B,,6283259.643986880779266,1838410.234909474849701
111,MTS_98548,MTS,98548,11099 Callan Rd,32.904805010000004,-117.240655160000003,98548,0,,1.000000000000000,M-Street-W/B,,6257615.343897640705109,1910433.127936899662018
112,MTS_99367,MTS,99367,11th Av & B St,32.717694879999996,-117.154585949999998,99367,0,,1.000000000000000,N-N/B,11thb,6283440.645593389868736,1842116.235371470451355
113,MTS_12782,MTS,12782,11th Av & Broadway,32.716351009999997,-117.154565660000003,12782,0,11tbro,1.000000000000000,F-N/B,11tbro,6283442.644277051091194,1841627.236677557229996
114,MTS_99343,MTS,99343,11th Av & C St,32.716529510000001,-117.154586999999992,99343,0,11tbro,1.000000000000000,N-N/B,11tbro,6283436.644289046525955,1841692.237859889864922
115,MTS_12781,MTS,12781,11th Av & F St,32.713998100000005,-117.154590279999994,12781,0,,1.000000000000000,F-N/B,,6283427.644635140895844,1840771.236092984676361
116,MTS_99010,MTS,99010,11th Av & K St,32.708334080000000,-117.154499639999997,99010,0,,1.000000000000000,N-N/B,,6283437.646583631634712,1838710.235949888825417
117,MTS_12441,MTS,12441,11th Av & Market St,32.711395670000002,-117.154534310000003,12441,0,,1.000000000000000,N-N/B,,6283436.645601391792297,1839824.236346557736397
118,MTS_75102,MTS,75102,12th & Imperial Station,32.705870089999998,-117.153217900000001,75102,0,12tS,0.000000000000000,,12tS,6283824.145810633897781,1837810.336502984166145
119,MTS_75103,MTS,75103,12th & Imperial Station,32.705784919999999,-117.153325930000008,75103,0,12tS,0.000000000000000,,12tS,6283790.646205723285675,1837779.636761233210564
120,MTS_75100,MTS,75100,12th & Imperial Station (Bayside),32.705234030000000,-117.153899910000007,75100,0,imtS,0.000000000000000,,imtS,6283612.346365466713905,1837580.734928056597710
121,MTS_70009,MTS,70009,12th & Imperial Transit Center,32.706094800000002,-117.152896740000003,70009,0,imp12,0.000000000000000,M-TC-Bus,imp12,6283923.645939722657204,1837891.237915977835655
122,MTS_88899,MTS,88899,12th & Imperial Transit Center,32.705550960000004,-117.152282939999992,88899,0,imp12,0.000000000000000,N-S/B,imp12,6284110.744646891951561,1837691.736346483230591
123,MTS_91101,MTS,91101,12th & Imperial Transit Center,32.706051170000002,-117.153224629999997,91101,0,imp12,1.000000000000000,M-TC-Bus,imp12,6283822.646469801664352,1837876.237289816141129
124,MTS_91102,MTS,91102,12th & Imperial Transit Center,32.705602449999994,-117.152946960000008,91102,0,imp12,1.000000000000000,M-TC-Bus,imp12,6283906.646629884839058,1837712.238273978233337
125,MTS_60401,MTS,60401,13th St & Fern Av,32.575034909999999,-117.105582660000010,60401,0,,1.000000000000000,F-N/B,,6298086.644844636321068,1790084.241666644811630
126,MTS_60342,MTS,60342,13th St & Grove Av,32.572761939999999,-117.105580100000012,60342,0,,1.000000000000000,N-N/B,,6298080.647481307387352,1789257.244632974267006
127,MTS_60229,MTS,60229,13th St & Holly Av,32.571644279999994,-117.105835440000007,60229,0,,1.000000000000000,N-S/B,,6297998.645348712801933,1788851.243804559111595
128,MTS_60341,MTS,60341,13th St & Holly Av,32.571349060000003,-117.105602120000000,60341,0,,1.000000000000000,N-N/B,,6298069.645206719636917,1788743.242052063345909
129,MTS_60230,MTS,60230,13th St & Imperial Beach Bl,32.575888169999999,-117.105801920000005,60230,0,,1.000000000000000,F-S/B,,6298021.645958885550499,1790395.243669316172600
130,MTS_60186,MTS,60186,13th St & Iris Av,32.569430660000002,-117.105596510000012,60186,0,,1.000000000000000,N-N/B,13iris,6298065.645870879292488,1788045.242791891098022
131,MTS_88984,MTS,88984,14th St & F St,32.713739030000006,-117.151910619999995,88984,0,,0.000000000000000,F-N/B,,6284251.044563129544258,1840669.837345644831657
132,MTS_99288,MTS,99288,18th St & C Av,32.668087770000000,-117.100824870000011,99288,0,,1.000000000000000,F-W/B,,6299828.643329143524170,1823928.239595308899879
133,MTS_99281,MTS,99281,18th St & C St,32.667870970000003,-117.100777280000003,99281,0,,1.000000000000000,N-E/B,,6299842.645269632339478,1823849.240737557411194
134,MTS_50140,MTS,50140,18th St & Harding Av,32.665901300000002,-117.107770439999996,50140,0,,1.000000000000000,N-E/B,,6297684.645320549607277,1823150.238526642322540
135,MTS_99282,MTS,99282,18th St & Harding Av,32.666202810000001,-117.107493930000004,99282,0,,2.000000000000000,N-W/B,,6297770.643836215138435,1823259.238636732101440
136,MTS_99286,MTS,99286,18th St & Highland Av,32.669649630000002,-117.095127290000008,99286,0,,1.000000000000000,N-W/B,high18,6301586.643093973398209,1824482.239143475890160
137,MTS_99315,MTS,99315,18th St & Highland Av,32.669377109999999,-117.095589360000005,99315,0,,1.000000000000000,N-E/B,high18,6301443.642395719885826,1824384.239667564630508
138,MTS_99285,MTS,99285,18th St & L Av,32.670779239999995,-117.091111909999995,99285,0,,1.000000000000000,N-W/B,,6302825.644552975893021,1824883.239325731992722
139,MTS_99316,MTS,99316,18th St & L Av,32.670703969999998,-117.090864230000008,99316,0,,1.000000000000000,F-E/B,,6302901.643416717648506,1824855.238725557923317
140,MTS_50008,MTS,50008,18th St & N Av,32.671250559999997,-117.088900199999998,50008,0,,1.000000000000000,F-E/B,,6303507.643517047166824,1825049.238665640354156
141,MTS_50065,MTS,50065,18th St & N Av,32.671365040000005,-117.089041019999996,50065,0,,1.000000000000000,N-W/B,,6303464.643603056669235,1825091.239565894007683
142,MTS_59003,MTS,59003,18th St & National City Bl,32.667175199999996,-117.103220640000004,59003,0,,1.000000000000000,F-E/B,nat18t,6299088.643824890255928,1823602.239591151475906
143,MTS_99308,MTS,99308,18th St & National City Bl,32.667121909999999,-117.104168959999996,99308,0,,1.000000000000000,F-W/B,nat18t,6298796.642768472433090,1823585.240281313657761
144,MTS_50011,MTS,50011,18th St & Newell St,32.672791730000000,-117.083335249999990,50011,0,,1.000000000000000,N-E/B,,6305224.643035799264908,1825596.238555893301964
145,MTS_50082,MTS,50082,18th St & Newell St,32.672687300000000,-117.084146670000010,50082,0,,1.000000000000000,M-Street-W/B,,6304974.642551556229591,1825560.239612147212029
146,MTS_50040,MTS,50040,18th St & Palm Av,32.671836939999999,-117.086738299999993,50040,0,,1.000000000000000,F-E/B,,6304174.643167302012444,1825257.238905817270279
147,MTS_50068,MTS,50068,18th St & Palm Av,32.671965190000002,-117.086876000000004,50068,0,,1.000000000000000,N-W/B,,6304132.643251299858093,1825304.240780308842659
148,MTS_50012,MTS,50012,18th St & Prospect St,32.673644750000001,-117.080337379999989,50012,0,,1.000000000000000,F-E/B,,6306149.641841962933540,1825899.237621814012527
149,MTS_50083,MTS,50083,18th St & Prospect St,32.673608029999997,-117.080892719999994,50083,0,,1.000000000000000,F-W/B,,6305978.643496304750443,1825887.238958150148392
150,MTS_30361,MTS,30361,1st Av & Alpine Av,32.639134909999996,-117.070046509999997,30361,0,,1.000000000000000,N-S/B,,6309217.643251881003380,1813318.241458401083946
151,MTS_12411,MTS,12411,1st Av & Ash St,32.719647639999998,-117.163729350000011,12411,0,,1.000000000000000,N-N/B,1stash,6280634.646284133195877,1842851.235541895031929
152,MTS_12751,MTS,12751,1st Av & Broadway,32.715531859999999,-117.163749760000002,12751,0,,0.000000000000000,N-N/B,1stbrd,6280615.245404303073883,1841353.834665313363075
153,MTS_99118,MTS,99118,1st Av & Broadway,32.715925999999996,-117.163749290000013,99118,0,,1.000000000000000,F-N/B,1stbro,6280616.646648213267326,1841497.234640970826149
154,MTS_11637,MTS,11637,1st Av & Brookes Av,32.743412790000001,-117.163900990000002,11637,0,,1.000000000000000,N-S/B,,6280657.645581975579262,1851498.235964387655258
155,MTS_12759,MTS,12759,1st Av & Brookes Av,32.743482700000001,-117.163739110000009,12759,0,,1.000000000000000,F-N/B,,6280707.643185392022133,1851523.235258221626282
156,MTS_60546,MTS,60546,1st Av & C St,32.716866289999999,-117.163710270000010,60546,0,,1.000000000000000,F-N/B,1stc,6280631.646290138363838,1841839.237565889954567
157,MTS_12753,MTS,12753,1st Av & Elm St,32.724319930000000,-117.163755030000004,12753,0,,1.000000000000000,F-N/B,,6280641.645942047238350,1844551.236735060811043
158,MTS_30360,MTS,30360,1st Av & F St,32.643260699999999,-117.071650660000003,30360,0,,1.000000000000000,F-S/B,,6308735.642903551459312,1814823.242385387420654
159,MTS_30415,MTS,30415,1st Av & F St,32.643390539999999,-117.071551159999999,30415,0,,0.000000000000000,N-N/B,,6308766.644153892993927,1814870.241635233163834
160,MTS_30416,MTS,30416,1st Av & G St,32.639308569999997,-117.069970160000011,30416,0,,1.000000000000000,N-N/B,,6309241.644188135862350,1813381.240348145365715
161,MTS_12415,MTS,12415,1st Av & Grape St,32.725958160000005,-117.163739500000005,12415,0,,1.000000000000000,N-N/B,,6280651.645922049880028,1845147.236527308821678
162,MTS_12756,MTS,12756,1st Av & Ivy St,32.728448049999997,-117.163775070000000,12756,0,,1.000000000000000,F-N/B,,6280648.645928055047989,1846053.236027643084526
163,MTS_11636,MTS,11636,1st Av & Juniper St,32.729435969999997,-117.163983669999993,11636,0,,1.000000000000000,N-S/B,,6280587.645721971988678,1846413.235635727643967
164,MTS_12014,MTS,12014,1st Av & Laurel St,32.731139970000001,-117.163994840000001,12014,0,,1.000000000000000,F-S/B,,6280589.645389884710312,1847033.236692309379578
165,MTS_12757,MTS,12757,1st Av & Laurel St,32.731586659999998,-117.163801109999994,12757,0,,1.000000000000000,F-N/B,,6280650.646252140402794,1847195.235055983066559
166,MTS_12016,MTS,12016,1st Av & Nutmeg St,32.733220409999994,-117.164019670000002,12016,0,,1.000000000000000,F-S/B,1stnut,6280588.645391881465912,1847790.235834479331970
167,MTS_12417,MTS,12417,1st Av & Nutmeg St,32.733323640000002,-117.163812620000002,12417,0,,1.000000000000000,N-N/B,1stnut,6280652.645263880491257,1847827.236088559031487
168,MTS_12416,MTS,12416,1st Av & Quince St,32.736492460000001,-117.163842230000000,12416,0,,1.000000000000000,N-N/B,,6280653.644933804869652,1848980.236079141497612
169,MTS_12015,MTS,12015,1st Av & Redwood St,32.737593109999999,-117.164045510000008,12015,0,,1.000000000000000,F-S/B,,6280594.646364137530327,1849381.236261397600174
